time,ENGINE_RPM,SPEED,THROTTLE_POS,Max_Torque(Nm),Cmd_Torque(Nm),Gear,IntkGasMassFlw,NrmlzdAirChrg,Afr,FuelMassFlw,ExhManGasTemp,EngTrq,Bsfc,PwrTrnsfrd,PwrFuel
1548,2717,56,33,117.587,38.804,3,0.013665084,0.357957165,14.6,0.000935965,998.7938452,38.82016273,308.0766038,11045.25147,35566.65693
1549,2431,74,35,109.981,38.493,5,0.012128759,0.355091124,14.6,0.000830737,998.5458296,38.51556685,307.7163048,9805.051313,31568.00399
1550,1313,41,22,57.298,12.606,5,0.003277473,0.177657202,14.6,0.000224484,762.8190837,10.16901876,394.2495519,1398.209963,8530.409718
1551,1758,54,25,82.646,20.662,5,0.006054701,0.245121974,14.6,0.000414706,901.9042054,20.70522497,411.5728361,3811.776624,15758.81163
1552,1023,6,26,37.663,9.792,1,0.002008699,0.139748647,14.6,0.000137582,700.9578628,4.713167731,311.1316352,504.9136914,5228.120571
1553,1190,12,30,49.27,14.781,2,0.003491962,0.208848324,14.6,0.000239176,731.5277463,14.58844402,463.8132789,1817.96096,9088.669352
1554,1518,18,28,69.694,19.514,2,0.00508436,0.238381704,14.6,0.000348244,848.8650414,19.56278974,423.543709,3109.790817,13233.2659
1555,1261,29,31,53.958,16.727,4,0.003943065,0.222549798,14.6,0.000270073,766.7091813,16.76212506,452.986369,2213.465621,10262.77102
1556,2159,43,30,100.528,30.158,3,0.00923246,0.304349909,14.6,0.00063236,980.0013375,30.21567921,339.5722148,6831.46144,24029.6899
1557,1170,15,24,47.923,11.502,2,0.002672898,0.162594146,14.6,0.000183075,726.439724,8.001479179,361.1164762,980.35814,6956.857605
1558,2264,33,27,104.433,28.197,2,0.009308562,0.292627105,14.6,0.000637573,987.7146405,28.28211157,347.869948,6705.279287,24227.76322
1559,1715,48,24,80.449,19.308,4,0.005702815,0.236664739,14.6,0.000390604,884.9966135,19.35081619,424.900467,3475.297837,14842.94329
1560,1522,33,23,69.924,16.083,3,0.004647177,0.217311619,14.6,0.0003183,819.7397683,16.12340628,457.2136014,2569.804397,12095.39201
1561,1925,34,33,90.664,29.919,3,0.008178394,0.302374859,14.6,0.000560164,960.2433892,29.96619828,340.0048591,6040.751921,21286.23051
1562,1999,57,26,93.957,24.429,4,0.007562798,0.269263871,14.6,0.000518,956.4879849,24.46794256,374.1264399,5121.991629,19683.99411
1563,1924,60,30,90.619,27.186,5,0.007724621,0.285746231,14.6,0.000529084,959.6765097,27.24305147,350.7978347,5488.952046,20105.17813
1564,1319,31,44,57.678,25.378,4,0.005126489,0.276620029,14.6,0.000351129,863.8683802,25.39223697,367.9214366,3507.311797,13342.91643
1565,1014,0,25,37.014,9.254,0,0.001885338,0.132330387,14.6,0.000129133,702.1759699,3.661828229,294.7983531,388.834276,4907.043253
1566,2321,25,35,106.419,37.247,2,0.011331255,0.34746515,14.6,0.000776113,995.1859565,37.25880672,311.2753462,9055.922561,29492.30664
1567,1313,44,22,57.298,12.606,5,0.003277473,0.177657202,14.6,0.000224484,762.8190837,10.16901876,394.2495519,1398.209963,8530.409718
1568,1291,17,25,55.894,13.974,2,0.003573792,0.197020483,14.6,0.00024478,757.2222591,12.9582137,437.2940164,1751.862427,9301.649487
1569,1686,51,24,78.937,18.945,5,0.005550282,0.23429653,14.6,0.000380156,877.314143,18.99249706,428.3912554,3353.267935,14445.93893
1570,1959,56,24,92.197,22.127,4,0.007021548,0.255097862,14.6,0.000480928,940.2633641,22.135257,397.2298017,4540.959438,18275.26159
1571,1187,14,24,49.069,11.777,2,0.002775456,0.166414849,14.6,0.0001901,730.7645429,8.544919805,369.5806554,1062.153607,7223.79048
1572,2215,42,32,102.651,32.848,3,0.009981462,0.320722037,14.6,0.000683662,986.0166674,32.88970095,328.8732256,7628.906166,25979.14658
1573,1950,40,32,91.794,29.374,3,0.008197479,0.299194849,14.6,0.000561471,962.3343248,29.41833795,342.0902911,6007.328236,21335.90512
1574,2673,46,84,116.573,97.921,3,0.026629209,0.709035037,14.6,0.001823918,1069.775947,97.91138063,241.3792885,27406.95276,69308.89942
1575,3816,22,35,111.597,39.059,1,0.019662043,0.366714988,14.6,0.001346715,1066.942163,39.02964016,312.7700332,15596.65736,51175.17947
1576,1528,48,23,70.268,16.162,5,0.004675414,0.21777353,14.6,0.000320234,821.7204048,16.20226002,456.4091886,2592.552561,12168.88515
1577,1140,15,24,45.88,11.011,2,0.002495023,0.155767949,14.6,0.000170892,718.8076905,7.03578012,345.981068,839.9350952,6493.89557
1578,1748,29,24,82.14,19.714,3,0.005877633,0.239314735,14.6,0.000402578,893.4371419,19.75165247,420.9776209,3615.542591,15297.94922
1579,1926,42,33,90.71,29.934,3,0.008185258,0.302471513,14.6,0.000560634,960.3317204,29.98095532,339.9429161,6046.866325,21304.09593
1580,2158,12,25,100.489,25.122,1,0.00830355,0.27385505,14.6,0.000568736,974.5612436,25.20033484,367.9224855,5694.903504,21611.97922
1581,1790,51,24,84.245,20.219,4,0.006101816,0.242613236,14.6,0.000417933,903.7205094,20.25031373,416.0703556,3795.888132,15881.43967
1582,1480,46,32,67.489,21.596,5,0.005228871,0.251451701,14.6,0.000358142,859.701291,21.64414026,403.3623548,3354.522221,13609.3894
1583,1164,20,23,47.516,10.929,3,0.002527081,0.154516416,14.6,0.000173088,724.9133173,6.85495301,343.1821697,835.5762366,6577.334887
1584,1499,46,23,68.597,15.777,5,0.004539155,0.21551711,14.6,0.000310901,812.0846138,15.8182925,460.3248251,2483.075088,11814.23856
1585,1008,0,25,36.58,9.145,0,0.001854568,0.130945498,14.6,0.000127025,702.9880414,3.454850292,291.8274805,364.6854051,4826.957236
1586,1373,32,32,61.053,19.537,4,0.004620349,0.239503931,14.6,0.000316462,819.7959697,19.57576181,424.1999246,2814.607414,12025.56615
1587,1557,18,29,71.913,20.855,2,0.005389177,0.246344115,14.6,0.000369122,868.2545557,20.91161987,410.1191808,3409.611571,14026.62386
1588,1696,54,28,79.461,22.249,5,0.00606131,0.254360139,14.6,0.000415158,904.8781024,22.32047102,395.7081476,3964.220664,15776.01275
1589,1561,3,22,72.139,15.871,1,0.004734736,0.21587446,14.6,0.000324297,826.3293927,15.9081973,459.1141329,2600.473842,12323.28563
1590,2080,37,28,97.377,27.266,3,0.008378251,0.286680694,14.6,0.000573853,972.6231676,27.33201314,350.8736561,5953.379584,21806.40778
1591,1967,49,30,92.553,27.766,4,0.00800101,0.289500181,14.6,0.000548014,963.7107727,27.81349692,348.4194233,5729.128627,20824.54628
1592,1487,36,30,67.899,20.37,4,0.005094704,0.243846413,14.6,0.000348952,850.191192,20.41769255,415.3373436,3179.407882,13260.1882
1593,1448,30,23,65.599,15.088,3,0.004301906,0.211446637,14.6,0.000294651,794.8166947,15.13315182,467.30662,2294.703451,11196.7425
1594,2097,38,28,98.07,27.46,3,0.008482319,0.287888676,14.6,0.000580981,974.0234336,27.52740791,350.1693154,6044.945182,22077.26954
1595,1318,21,23,57.615,13.251,2,0.00345796,0.186729505,14.6,0.000236847,764.0910892,11.48239475,414.3656053,1584.80744,9000.169803
1596,1179,17,23,48.531,11.162,2,0.002613281,0.157754134,14.6,0.000178992,728.729334,7.312880218,350.3566893,902.8817672,6801.691072
1597,1596,40,23,74.088,17.04,4,0.004997813,0.222872,14.6,0.000342316,843.7589472,17.08100622,447.4373634,2854.795187,13008.00651
1598,1463,44,31,66.489,20.612,5,0.005046692,0.245510974,14.6,0.000345664,847.5935622,20.65734346,413.1201541,3164.80834,13135.22703
1599,1447,46,23,65.54,15.074,5,0.004297243,0.211363398,14.6,0.000294332,794.4709021,15.1192541,467.4480432,2291.012797,11184.60525
1600,990,0,25,35.272,8.818,0,0.001763483,0.12677816,14.6,0.000120786,705.4242557,2.835782822,282.8431385,293.9928579,4589.886941
1601,1084,11,24,41.997,10.079,2,0.00217487,0.142794797,14.6,0.000148964,704.5612279,5.218727216,317.1747716,592.4101584,5660.620167
1602,1570,38,31,72.643,22.519,4,0.005656273,0.256412431,14.6,0.000387416,885.0116301,22.58437715,393.6608867,3713.097798,14721.8055
1603,1005,0,24,36.363,8.727,0,0.001765713,0.125043902,14.6,0.000120939,703.3940771,2.634488751,278.7278916,277.2624319,4595.692117
1604,1912,37,31,90.069,27.921,3,0.007794732,0.290149401,14.6,0.000533886,958.7048488,27.97779575,347.9257973,5601.830982,20287.65793
1605,1031,21,26,38.237,9.942,3,0.002051882,0.141645278,14.6,0.00014054,699.8751008,5.000190445,315.1708523,539.8508993,5340.514681
1606,1732,29,24,81.324,19.518,3,0.005792698,0.2380353,14.6,0.00039676,889.3837546,19.55813406,422.8739069,3547.349053,15076.88429
1607,1500,39,29,68.655,19.91,4,0.005077736,0.240927965,14.6,0.00034779,848.7192175,19.95822484,419.7675208,3135.030627,13216.024
1608,1889,44,26,89.005,23.141,4,0.006925152,0.260919038,14.6,0.000474326,936.6219835,23.17569278,386.9447628,4584.513976,18024.36919
1609,1787,37,25,84.097,21.024,3,0.006213897,0.247484441,14.6,0.000425609,908.839053,21.06319619,408.0301313,3941.644419,16173.15691
1610,1822,55,28,85.815,24.028,5,0.006807955,0.265935751,14.6,0.000466298,933.8822231,24.08607353,378.0448402,4595.60823,17719.33609
1611,1001,1,24,36.073,8.658,1,0.001746348,0.124166688,14.6,0.000119613,703.9354581,2.504354597,276.8406378,262.5176556,4545.289227
1612,2451,43,36,110.591,39.813,3,0.012503622,0.363078819,14.6,0.000856412,998.2798998,39.83415869,304.90898,10224.15861,32543.67346
1613,1072,0,22,41.153,9.054,0,0.001932717,0.128316339,14.6,0.000132378,701.5084145,3.191644776,285.0112755,358.2926941,5030.360291
1614,1889,41,26,89.005,23.141,3,0.006925152,0.260919038,14.6,0.000474326,936.6219835,23.17569278,386.9447628,4584.513976,18024.36919
1615,1414,43,29,63.559,18.432,5,0.004616007,0.23234076,14.6,0.000316165,817.9591036,18.47531981,434.7555909,2735.709586,12014.26378
1616,1583,53,29,73.368,21.277,5,0.005532574,0.248745194,14.6,0.000378943,876.9468551,21.33875326,405.7933316,3537.354413,14399.84977
1617,1012,14,25,36.869,9.217,2,0.001874923,0.13185945,14.6,0.000128419,702.4466604,3.591484938,293.7881407,380.6126163,4879.935915
1618,1021,0,25,37.519,9.38,0,0.001921255,0.133926846,14.6,0.000131593,701.2285532,3.901389988,298.2121715,417.1322089,5000.526478
1619,1205,13,24,50.273,12.066,2,0.002885495,0.170428263,14.6,0.000197637,735.3437631,9.118057366,378.4658208,1150.583085,7510.191519
1620,1564,36,33,72.307,23.861,4,0.00581574,0.264652904,14.6,0.000398338,895.3560261,23.93079573,380.5032323,3919.426335,15136.85883
1621,1336,25,23,58.75,13.513,3,0.00357329,0.190357586,14.6,0.000244746,768.6703093,12.01375262,422.3522958,1680.791182,9300.343607
1622,1829,43,31,86.155,26.708,4,0.007253921,0.282271811,14.6,0.000496844,950.5312399,26.78559356,352.9080031,5130.30988,18880.06839
1623,1504,27,23,68.887,15.844,3,0.004562614,0.215910769,14.6,0.000312508,813.7577291,15.88505562,459.6442462,2501.872619,11875.29725
1624,1347,42,23,59.439,13.671,5,0.003644103,0.192544644,14.6,0.000249596,771.4687216,12.33511847,427.1631514,1739.961099,9484.651663
1625,1631,17,24,76.002,18.24,2,0.005271062,0.230013087,14.6,0.000361032,861.1213168,18.2881032,435.4228883,3123.569999,13719.20216
1626,2162,17,33,100.644,33.213,1,0.009807893,0.322870544,14.6,0.000671773,981.459144,33.24960956,327.2874853,7527.848279,25527.39293
1627,1837,34,24,86.541,20.77,3,0.006354986,0.246214635,14.6,0.000435273,914.64632,20.79452712,410.6793431,4000.247136,16540.37565
1628,2425,49,31,109.796,34.037,3,0.011185113,0.328274421,14.6,0.000766104,1000.018081,34.06960685,324.7951,8651.82015,29111.93914
1629,1820,55,30,85.718,25.715,5,0.007062356,0.276176419,14.6,0.000483723,944.8123074,25.78892513,361.1679327,4915.110063,18381.47383
1630,1008,21,25,36.58,9.145,3,0.001854568,0.130945498,14.6,0.000127025,702.9880414,3.454850292,291.8274805,364.6854051,4826.957236
1631,1299,37,22,56.406,12.409,4,0.003192715,0.174928024,14.6,0.000218679,759.257468,9.772974136,388.2356895,1329.427072,8309.806084
1632,1869,63,33,88.066,29.062,5,0.007795281,0.29684576,14.6,0.000533923,955.1479076,29.12299245,343.5351536,5699.98768,20289.08675
1633,1741,34,33,81.784,26.989,3,0.006932624,0.283404855,14.6,0.000474837,942.3409797,27.08292777,352.0110418,4937.680679,18043.8166
1634,1936,67,34,91.164,30.996,5,0.008404906,0.308983933,14.6,0.000575678,961.3379228,31.03733423,335.7213315,6292.429869,21875.78255
1635,1006,0,24,36.435,8.744,0,0.001770517,0.125259486,14.6,0.000121268,703.2587319,2.666549626,279.1909344,280.9158664,4608.19612
1636,1398,14,28,62.587,17.524,2,0.004454701,0.226787854,14.6,0.000305117,806.2914323,17.56882327,443.7190847,2572.044414,11594.42752
1637,2176,51,34,101.182,34.402,4,0.010092202,0.330092343,14.6,0.000691247,983.2075535,34.43057568,322.5255824,7845.701724,26267.37591
1638,1119,12,25,44.435,11.109,2,0.00247219,0.15723898,14.6,0.000169328,713.465267,7.245770282,349.25812,849.069549,6434.468087
1639,2215,43,30,102.651,30.795,3,0.009594487,0.308287863,14.6,0.000657157,985.0199727,30.85301436,337.1744934,7156.488041,24971.95281
1640,1165,29,24,47.584,11.42,4,0.002642819,0.161454375,14.6,0.000181015,725.1677184,7.839769948,358.590409,956.4402893,6878.568876
1641,1253,39,22,53.437,11.756,5,0.002920302,0.165876588,14.6,0.000200021,747.5550167,8.468176195,368.2639307,1111.142028,7600.786139
1642,1860,36,27,87.64,23.663,3,0.006897689,0.263936251,14.6,0.000472444,936.1540944,23.70924925,381.6947927,4618.057802,17952.88857
1643,1680,19,23,78.621,18.083,2,0.005406555,0.229044432,14.6,0.000370312,869.4144573,18.12525873,436.8940639,3188.762061,14071.85553
1644,1828,50,24,86.106,20.665,4,0.006306227,0.245528435,14.6,0.000431933,912.5965959,20.69079648,411.7098209,3960.791838,16413.46729
1645,2816,45,27,119.663,32.309,2,0.012657519,0.319907421,14.6,0.000866953,1000.40272,32.26194005,334.1131264,9513.750293,32944.22629
1646,2307,45,28,105.94,29.663,3,0.009777182,0.301629981,14.6,0.00066967,991.9948024,29.72821752,342.1457847,7181.994737,25447.4605
1647,2099,68,32,98.151,31.408,5,0.009196859,0.311842634,14.6,0.000629922,975.3137963,31.45257618,334.3796272,6913.489053,23937.03064
1648,1851,31,36,87.212,31.396,3,0.008087017,0.310949823,14.6,0.000553905,954.4779917,31.4517528,334.3870009,6096.490345,21048.39964
1649,1990,43,31,93.565,29.005,3,0.00830636,0.297074967,14.6,0.000568929,965.6741571,29.05088101,343.6033953,6053.980279,21619.29269
1650,1100,33,24,43.116,10.348,5,0.00226488,0.146541586,14.6,0.000155129,708.6316458,5.741084526,325.4995497,661.3254623,5894.892896
1651,2124,67,37,99.154,36.687,5,0.010262832,0.343891243,14.6,0.000702934,979.2089377,36.70012847,313.2760166,8163.017262,26711.48154
1652,1330,19,29,58.372,16.928,2,0.004175354,0.22343442,14.6,0.000285983,785.5150136,16.97169098,450.1119219,2363.77086,10867.36027
1653,1000,0,24,36,8.64,0,0.001741369,0.123936488,14.6,0.000119272,704.0708033,2.470363117,276.344048,258.6958207,4532.330106
1654,1094,0,24,42.697,10.247,0,0.002230904,0.145134943,14.6,0.000152802,707.1052391,5.544741995,322.3746805,635.2245622,5806.462909
1655,1339,41,23,58.938,13.556,5,0.003592512,0.190952802,14.6,0.000246062,769.4335127,12.10114051,423.6617984,1696.818922,9350.373515
1656,1429,48,30,64.463,19.339,5,0.004776063,0.237873573,14.6,0.000327128,829.2999051,19.38184975,425.7965427,2900.387797,12430.84847
1657,1458,14,22,66.193,14.562,1,0.004193649,0.204711846,14.6,0.000287236,796.2215569,14.1414806,454.4559113,2159.141098,10914.97755
1658,2525,42,27,112.745,30.441,3,0.010888416,0.306910467,14.6,0.000745782,1008.703202,30.46661226,340.1234245,8055.901843,28339.71188
1659,1084,14,27,41.997,11.339,2,0.002446756,0.160645918,14.6,0.000167586,704.5612279,7.726543045,356.8255517,877.087918,6368.267891
1660,2028,41,29,95.203,27.609,3,0.008225352,0.288665529,14.6,0.00056338,968.5645668,27.66572271,349.2902799,5875.415551,21408.44996
1661,1558,23,29,71.97,20.871,2,0.005394632,0.246435207,14.6,0.000369495,868.5885024,20.92780112,409.9552299,3414.441457,14040.8227
1662,1500,26,23,68.655,15.791,3,0.004543921,0.215599559,14.6,0.000311227,812.4247362,15.83224413,460.1828431,2486.923092,11826.64268
1663,2086,54,33,97.623,32.216,4,0.009283042,0.316726488,14.6,0.000635825,974.4062302,32.25507318,331.1147622,7045.97266,24161.3411
1664,2048,34,25,96.049,24.012,3,0.00767913,0.266864291,14.6,0.000525968,959.6448814,24.05909878,378.6349305,5159.860086,19986.77689
1665,2177,61,29,101.22,29.354,4,0.009161207,0.299504039,14.6,0.00062748,981.1771266,29.41925225,342.8693286,6706.851292,23844.2387
1666,2333,38,30,106.824,32.047,3,0.010361601,0.316097112,14.6,0.000709699,994.5589222,32.09255411,332.5515821,7840.570043,26968.5511
1667,1242,12,23,52.718,12.125,1,0.002986216,0.171122839,14.6,0.000204535,744.7566044,9.220465259,379.9361421,1199.231561,7772.342308
1668,1001,8,24,36.073,8.658,1,0.001746348,0.124166688,14.6,0.000119613,703.9354581,2.504354597,276.8406378,262.5176556,4545.289227
1669,1699,29,32,79.618,25.478,3,0.00653925,0.273932102,14.6,0.000447894,930.4790717,25.57486161,363.7253223,4550.250323,17019.96473
1670,1356,42,22,60,13.2,5,0.00354149,0.185880889,14.6,0.000242568,773.7583317,11.36994276,412.3456125,1614.531734,9217.577094
1671,1126,7,24,44.918,10.78,1,0.002413543,0.152554522,14.6,0.000165311,715.2460748,6.583482718,338.8506558,776.2877061,6281.824853
1672,1869,70,24,88.066,21.136,5,0.006528556,0.248608628,14.6,0.000447161,921.7398656,21.15607695,407.0766041,4140.693239,16992.13092
1673,1630,51,29,75.948,22.025,5,0.00579372,0.252975398,14.6,0.00039683,892.3160275,22.09803277,398.0982071,3771.983946,15079.5451
1674,1156,0,24,46.973,11.274,0,0.002589442,0.159425128,14.6,0.000177359,722.8781083,7.552330917,354.091989,914.2552504,6739.643987
1675,1135,13,25,45.537,11.384,2,0.002568553,0.161064988,14.6,0.000175928,717.5356849,7.785510791,357.7495013,925.3618493,6685.276196
1676,1182,4,23,48.733,11.209,1,0.002630777,0.158407221,14.6,0.00018019,729.4925374,7.405444128,351.8034364,916.6366214,6847.228142
1677,1804,19,24,84.936,20.385,2,0.006177031,0.243697812,14.6,0.000423084,907.0405295,20.41426189,414.4502297,3856.548816,16077.20355
1678,2457,52,34,110.771,37.662,3,0.012085948,0.350093433,14.6,0.000827805,999.9582712,37.69055621,309.9643321,9697.645872,31456.57749
1679,1094,0,24,42.697,10.247,0,0.002230904,0.145134943,14.6,0.000152802,707.1052391,5.544741995,322.3746805,635.2245622,5806.462909
1680,1985,21,25,93.346,23.336,2,0.007323008,0.262565339,14.6,0.000501576,949.6406089,23.36111475,385.1239033,4856.044879,19059.88401
1681,1163,17,24,47.449,11.388,2,0.002631016,0.161009746,14.6,0.000180207,724.6589161,7.776739326,357.604909,947.1218906,6847.849812
1682,1299,25,23,56.406,12.973,3,0.003337827,0.182878657,14.6,0.000228618,759.257468,10.9207026,405.8813441,1485.553679,8687.494103
1683,910,26,41,29.346,12.032,4,0.002256022,0.176445384,14.6,0.000154522,716.2518751,9.218926229,394.7312914,878.5173644,5871.837689
1684,3298,38,29,122.016,35.385,2,0.01578232,0.340587406,14.6,0.001080981,1023.509211,35.33781955,323.8034871,12204.47264,41077.27101
1685,989,0,24,35.199,8.448,0,0.001688169,0.121486528,14.6,0.000115628,705.559601,2.108833803,271.0523533,218.4073573,4393.865526
1686,1308,42,24,56.98,13.675,5,0.003542205,0.192741122,14.6,0.000242617,761.5470781,12.34814074,427.7402243,1691.367312,9219.438579
1687,1082,5,25,41.857,10.464,1,0.002253906,0.148257567,14.6,0.000154377,704.0524257,5.986586278,329.308028,678.3207847,5866.329839
1688,1682,51,29,78.727,22.831,5,0.006092345,0.257790477,14.6,0.000417284,907.5970859,22.91038653,389.9356953,4035.404052,15856.7876
1689,1270,15,24,54.542,13.09,2,0.003294642,0.184634522,14.6,0.00022566,751.8798356,11.16591919,409.8636669,1485.00125,8575.095672
1690,1046,26,25,39.31,9.828,4,0.002051361,0.139578561,14.6,0.000140504,697.8449222,4.756427761,310.2096485,521.0041801,5339.157708
1691,1644,26,32,76.704,24.545,2,0.006193896,0.268145501,14.6,0.000424239,915.7711095,24.63825891,373.1317055,4241.70485,16121.10011
1692,1062,0,22,40.446,8.898,0,0.001882238,0.126141639,14.6,0.00012892,698.9644034,2.892704218,280.1759711,321.7045206,4898.976236
1693,1745,56,33,81.987,27.056,5,0.006959244,0.283840937,14.6,0.000476661,942.7667899,27.14886854,351.7383833,4961.074899,18113.10111
1694,1021,12,24,37.519,9.005,2,0.001844446,0.128572628,14.6,0.000126332,701.2285532,3.160290612,286.2900431,337.894701,4800.61204
1695,1759,46,48,82.696,39.694,4,0.008934548,0.361505687,14.6,0.000611955,952.3649169,39.73271739,305.5032187,7318.847965,23254.30266
1696,2157,62,26,100.45,26.117,5,0.008481703,0.27986031,14.6,0.000580939,977.4575157,26.19900902,357.7509508,5917.845565,22075.66543
1697,1127,0,25,44.987,11.247,0,0.002520272,0.159159228,14.6,0.000172621,715.5004759,7.516411727,353.5204593,887.0806285,6559.611023
1698,1339,31,27,58.938,15.913,4,0.004082932,0.217020123,14.6,0.000279653,778.0873864,15.96144217,459.8886159,2238.109464,10626.81037
1699,2402,55,34,109.076,37.086,4,0.011696818,0.346579704,14.6,0.000801152,998.1824132,37.10858164,312.1760063,9334.1758,30443.77316
1700,1037,0,25,38.667,9.667,0,0.002004178,0.137551681,14.6,0.000137272,699.0630294,4.448554915,305.9230011,483.0880899,5216.353397
1701,1000,19,29,36,10.44,3,0.002104154,0.14975659,14.6,0.00014412,704.0708033,6.01865086,333.9157246,630.2716442,5476.565545
1702,2340,20,30,107.059,32.118,1,0.01040733,0.316542369,14.6,0.000712831,995.0343091,32.16251063,332.2944543,7881.237556,27087.57038
1703,1497,37,23,68.481,15.751,4,0.004529888,0.215364471,14.6,0.000310266,811.4216831,15.79239559,460.5891348,2475.702371,11790.11947
1704,1334,43,23,58.624,13.484,5,0.003560415,0.189956068,14.6,0.000243864,768.1615071,11.95484304,421.4687535,1670.045586,9266.833277
1705,1239,13,23,52.521,12.08,2,0.002968136,0.170498647,14.6,0.000203297,743.993401,9.130790068,378.5567897,1184.69971,7725.286419
1706,1831,45,32,86.251,27.6,4,0.007401926,0.287716528,14.6,0.000506981,951.1270343,27.67382476,349.3911451,5306.230954,19265.28788
1707,1000,14,25,36,9,2,0.001813926,0.129100509,14.6,0.000124242,704.0708033,3.180020666,287.8583833,333.0109854,4721.177194
1708,1541,29,33,71.008,23.433,3,0.00567781,0.262232549,14.6,0.000388891,887.4054797,23.49606367,384.8883303,3791.633635,14777.86119
1709,2168,56,36,100.875,36.315,4,0.010407993,0.341677277,14.6,0.000712876,983.2511284,36.32983497,314.809784,8248.050683,27089.29624
1710,1116,12,24,44.227,10.614,2,0.002355886,0.150244457,14.6,0.000161362,712.7020637,6.259238552,333.7227057,731.4999761,6131.757909
1711,1994,63,30,93.739,28.122,5,0.00817294,0.291716861,14.6,0.00055979,965.9085573,28.17185078,347.117578,5882.597734,21272.03473
1712,989,0,25,35.199,8.8,0,0.00175851,0.126548467,14.6,0.000120446,705.559601,2.801800379,282.3462013,290.1764072,4576.943256
1713,1796,37,28,84.542,23.672,3,0.006652291,0.263616944,14.6,0.000455636,928.3314011,23.73261759,381.6087882,4463.551928,17314.18293
1714,2401,61,26,109.044,28.351,4,0.00991874,0.294017207,14.6,0.000679366,999.7364424,28.40298385,348.0555548,7141.422785,25815.89911
1715,1951,63,32,91.839,29.388,5,0.008204163,0.299285297,14.6,0.000561929,962.423069,29.43209801,342.032319,6013.22021,21353.29982
1716,1001,15,22,36.073,7.936,2,0.001600718,0.113812294,14.6,0.000109638,703.9354581,1.080925258,253.7545971,113.3074226,4166.252634
1717,1440,46,25,65.122,16.28,5,0.004428046,0.218855798,14.6,0.000303291,803.8474394,16.32526228,455.6734973,2461.791555,11525.05207
1718,1081,8,22,41.786,9.193,1,0.001978362,0.130253239,14.6,0.000135504,703.7980246,3.458459675,289.3167283,391.5047434,5149.162206
1719,1760,25,27,82.747,22.342,2,0.006313917,0.255325728,14.6,0.00043246,914.3154403,22.3991963,394.8521842,4128.323498,16433.48201
1720,1628,40,31,75.839,23.51,4,0.005992995,0.261997952,14.6,0.000410479,904.2638786,23.59238331,383.4673904,4022.118246,15598.20576
1721,1818,41,29,85.621,24.83,3,0.006916896,0.270785727,14.6,0.00047376,938.7292484,24.89626647,370.0239551,4739.764027,18002.88038
1722,1292,7,24,55.958,13.43,1,0.003437259,0.189346858,14.6,0.000235429,757.4766602,11.85191357,420.2590207,1603.539297,8946.289862
1723,2546,37,33,113.327,37.398,2,0.012469847,0.348586945,14.6,0.000854099,1003.273197,37.43864128,311.3121373,9981.759372,32455.76614
1724,1903,64,33,89.655,29.586,5,0.008027529,0.300228201,14.6,0.000549831,958.2766945,29.63857412,341.378567,5906.425259,20893.56841
1725,2846,44,34,120.236,40.88,2,0.014812907,0.370436507,14.6,0.001014583,991.3197793,40.8759869,303.5523721,12182.36942,38554.14036
1726,2196,38,34,101.941,34.66,3,0.010233852,0.331676876,14.6,0.000700949,985.1518656,34.68701233,321.5169953,7976.7843,26636.05341
1727,2118,68,32,98.915,31.653,5,0.009325131,0.313355552,14.6,0.000638708,977.0305401,31.69746072,333.4493645,7030.383988,24270.88973
1728,1000,0,25,36,9,0,0.001813926,0.129100509,14.6,0.000124242,704.0708033,3.180020666,287.8583833,333.0109854,4721.177194
1729,1585,36,29,73.479,21.309,3,0.005543607,0.248926742,14.6,0.000379699,877.6079805,21.37118012,405.4647629,3547.205827,14428.56596
1730,2301,31,26,105.733,27.491,2,0.009326778,0.288485127,14.6,0.00063882,990.6745944,27.57368862,350.9610474,6644.160325,24275.17636
1731,2453,35,33,110.651,36.515,2,0.011828776,0.343202666,14.6,0.00081019,1000.369941,36.54438625,314.6851453,9387.432747,30787.22517
1732,1441,44,30,65.182,19.555,5,0.004841623,0.239130711,14.6,0.000331618,833.6854499,19.59848066,423.6100729,2957.433605,12601.48373
1733,2136,28,25,99.629,24.907,2,0.008178454,0.272507422,14.6,0.000560168,971.8246544,24.97977781,370.0031873,5587.511597,21286.38588
1734,970,15,23,33.808,7.776,2,0.001530826,0.1123214,14.6,0.000104851,708.1311606,0.818219397,250.8416272,83.11322287,3984.341821
1735,2059,63,33,96.509,31.848,5,0.00909717,0.314454906,14.6,0.000623094,971.9601358,31.88736213,332.5162871,6875.488476,23677.56668
1736,1601,12,28,74.364,20.822,1,0.005530533,0.245857838,14.6,0.000378804,876.629152,20.88368247,410.1539759,3501.281517,14394.53823
1737,1459,26,22,66.252,14.575,3,0.004200207,0.204891421,14.6,0.000287685,796.4413974,14.16811271,454.8574303,2164.691007,10932.04506
1738,2087,48,33,97.663,32.229,4,0.009289845,0.316806746,14.6,0.000636291,974.4973132,32.26805916,331.0652326,7052.18849,24179.04914
1739,2592,53,34,114.557,38.949,3,0.013039238,0.358035098,14.6,0.000893098,1002.310858,38.98567927,307.1533941,10582.02348,33937.74227
1740,2208,61,30,102.391,30.717,4,0.009549217,0.307805999,14.6,0.000654056,984.3867227,30.77503004,337.4690534,7115.839971,24854.12604
