time,ENGINE_RPM,SPEED,THROTTLE_POS,Max_Torque(Nm),Cmd_Torque(Nm),Gear,IntkGasMassFlw,NrmlzdAirChrg,Afr,FuelMassFlw,ExhManGasTemp,EngTrq,Bsfc,PwrTrnsfrd,PwrFuel
391,1013,0,24,36.942,8.866,0,0.001804906,0.126810006,14.6,0.000123624,702.3113152,2.897125235,282.5191301,307.3302664,4697.700398
392,1679,30,24,78.569,18.857,3,0.005513692,0.233722343,14.6,0.00037765,875.4259502,18.90565138,429.2350394,3324.076113,14350.70624
393,2487,86,34,111.659,37.964,5,0.012297802,0.351933105,14.6,0.000842315,1000.780441,37.99649547,309.0085375,9895.732464,32007.97901
394,2174,59,26,101.105,26.287,4,0.008580843,0.280917497,14.6,0.000587729,979.3167069,26.37253368,356.0921384,6003.990734,22333.7
395,2122,70,31,99.075,30.713,5,0.009172945,0.307660549,14.6,0.000628284,977.070721,30.7636331,337.2291626,6836.150586,23874.78878
396,1229,37,22,51.863,11.41,5,0.002781485,0.161076873,14.6,0.000190513,741.4493899,7.781647633,357.6573967,1001.502556,7239.480786
397,1725,29,26,80.965,21.051,3,0.005993484,0.247285478,14.6,0.000410513,899.8087581,21.10568627,407.6324653,3812.564464,15599.47778
398,1148,34,22,46.428,10.214,5,0.002330203,0.144464222,14.6,0.000159603,720.8428994,5.433474909,320.8689442,653.2030019,6064.912474
399,1251,39,23,53.307,12.261,5,0.003041015,0.173009356,14.6,0.000208289,747.0462144,9.49185227,384.1041531,1243.474541,7914.969543
400,1509,30,32,69.176,22.136,3,0.005396885,0.254543664,14.6,0.00036965,870.0576478,22.18950433,397.8622931,3506.432305,14046.68611
401,1001,11,25,36.073,9.018,2,0.001818961,0.129329544,14.6,0.000124586,703.9354581,3.214097758,288.3516831,336.9161097,4734.282542
402,998,0,24,35.855,8.605,0,0.001731629,0.123490257,14.6,0.000118605,704.3414938,2.404376635,275.3818837,251.282161,4506.979497
403,1009,0,24,36.652,8.796,0,0.001785165,0.125920236,14.6,0.000122272,702.8526961,2.764754176,280.6101005,292.1300997,4646.319222
404,1003,12,25,36.218,9.054,2,0.001829048,0.129787442,14.6,0.000125277,703.6647676,3.282277626,289.3372956,344.7504672,4760.537105
405,1844,30,24,86.877,20.85,3,0.006392765,0.246738107,14.6,0.000437861,916.217159,20.87353564,409.8935021,4030.747121,16638.7039
406,1643,52,24,76.65,18.396,5,0.005330412,0.230904101,14.6,0.000365097,864.8915373,18.44545605,433.8165974,3173.624781,13873.6763
407,1714,38,32,80.397,25.727,3,0.00663586,0.27554642,14.6,0.000454511,933.9674569,25.82279481,361.232615,4634.924668,17271.4157
408,1014,0,26,37.014,9.624,0,0.001960719,0.137621315,14.6,0.000134296,702.1759699,4.392430349,306.5851902,466.4138698,5103.240141
409,1219,33,24,51.203,12.289,4,0.002972039,0.173523839,14.6,0.000203564,738.9053787,9.561736582,385.3146665,1220.588008,7735.443165
410,1005,0,25,36.363,9.091,0,0.001839361,0.130259437,14.6,0.000125984,703.3940771,3.3524642,290.3535307,352.8245762,4787.376766
411,1000,0,24,36,8.64,0,0.001741369,0.123936488,14.6,0.000119272,704.0708033,2.470363117,276.344048,258.6958207,4532.330106
412,1027,0,25,37.95,9.488,0,0.00195226,0.135293102,14.6,0.000133716,700.4164818,4.107062526,301.1254702,441.7030277,5081.225242
413,1112,15,22,43.95,9.669,2,0.002138667,0.136882118,14.6,0.000146484,711.6844592,4.375921078,304.0430394,509.5688667,5566.392809
414,1700,42,29,79.67,23.104,4,0.006199893,0.259563535,14.6,0.00042465,912.0877183,23.18144647,387.2422883,4126.844175,16136.70832
415,1770,38,24,83.249,19.98,3,0.00599481,0.241051909,14.6,0.000410603,898.8857694,20.01429897,418.3967527,3709.729702,15602.93104
416,1217,39,31,51.07,15.832,5,0.003712503,0.217112405,14.6,0.000254281,746.8475169,15.86329716,462.2618889,2021.681123,9662.679256
417,1209,22,22,50.539,11.119,3,0.002667613,0.157038067,14.6,0.000182713,736.3613675,7.206798395,348.7242297,912.4252433,6943.102699
418,2586,27,34,114.4,38.896,2,0.012996142,0.357679718,14.6,0.000890147,1002.527263,38.93393306,307.2434565,10543.51491,33825.57463
419,1602,41,29,74.419,21.582,4,0.005637895,0.250474131,14.6,0.000386157,883.215476,21.64800861,402.6600601,3631.692606,14673.97376
420,1924,36,35,90.619,31.717,3,0.008469637,0.313305592,14.6,0.000580112,960.4741168,31.75803102,332.9088266,6398.633778,22044.26186
421,987,0,24,35.053,8.413,0,0.001678549,0.121039013,14.6,0.000114969,705.8302915,2.043030198,270.083161,211.1643289,4368.827274
422,2794,87,34,119.227,40.537,5,0.014458797,0.368310553,14.6,0.000990329,993.8144654,40.53957107,304.2396573,11861.35131,37632.48626
423,1922,36,33,90.527,29.874,3,0.008157817,0.302084851,14.6,0.000558755,959.9778575,29.92192764,340.1906675,6022.427349,21232.67331
424,2413,74,31,109.422,33.921,5,0.011105392,0.32755555,14.6,0.000760643,999.3883151,33.95402114,325.2235421,8579.799807,28904.44483
425,2088,42,31,97.704,30.288,3,0.008948832,0.305031204,14.6,0.000612934,974.0653159,30.33810119,338.826886,6633.572924,23291.48136
426,2469,33,35,111.129,38.895,2,0.012403264,0.357538896,14.6,0.000849539,999.5304327,38.92153899,306.9380341,10063.2836,32282.46822
427,1337,32,23,58.813,13.527,4,0.003579604,0.190551298,14.6,0.000245178,768.9247105,12.042195,422.7784028,1686.031487,9316.776254
428,1620,53,23,75.404,17.343,5,0.005112693,0.224617229,14.6,0.000350184,851.3669182,17.38530075,444.3275571,2949.346789,13307.00827
429,1275,42,25,54.865,13.716,5,0.003465441,0.193444647,14.6,0.000237359,753.1518412,12.43546804,429.406347,1660.354939,9019.640932
430,1137,23,26,45.675,11.875,3,0.002683922,0.168003315,14.6,0.00018383,718.0444871,8.7669672,373.1593588,1043.850886,6985.550939
431,994,0,25,35.564,8.891,0,0.001783632,0.127710699,14.6,0.000122167,704.8828748,2.973768053,284.8596362,309.5437887,4642.330047
432,1019,0,25,37.375,9.344,0,0.001910965,0.133470991,14.6,0.000130888,701.4992437,3.832900965,297.2384399,409.0066791,4973.743871
433,1012,0,24,36.869,8.849,0,0.001800064,0.1265948,14.6,0.000123292,702.4466604,2.865007048,282.0582898,303.6231105,4685.098504
434,1955,29,31,92.018,28.526,2,0.008077602,0.29406551,14.6,0.00055326,962.7006903,28.57231,345.428072,5849.526773,21023.89601
435,1006,0,25,36.435,9.109,0,0.001844424,0.130488181,14.6,0.00012633,703.2587319,3.386584336,290.8451763,356.770136,4800.555633
436,1510,44,32,69.234,22.155,5,0.005402768,0.254652381,14.6,0.000370053,870.4158773,22.20871113,397.6686944,3511.793094,14061.99814
437,1128,16,24,45.056,10.813,2,0.002425107,0.153013643,14.6,0.000166103,715.7548771,6.648014395,339.8696218,785.2892797,6311.921686
438,1277,40,36,54.994,19.798,5,0.004339665,0.24186538,14.6,0.000297237,800.7938274,19.82635598,422.8911845,2651.321629,11295.01869
439,2045,45,35,95.922,33.573,3,0.009335657,0.324907662,14.6,0.000639429,971.076853,33.60301454,325.6114287,7196.149383,24298.28455
440,2179,39,31,101.297,31.402,3,0.009549659,0.311916984,14.6,0.000654086,982.2104103,31.45252838,334.6218872,7176.974632,24855.27665
441,1927,48,33,90.755,29.949,4,0.008192124,0.302568159,14.6,0.000561104,960.419962,29.99571244,339.8809696,6052.983836,21321.96786
442,1868,33,29,88.019,25.526,3,0.007226092,0.275318253,14.6,0.000494938,948.6019377,25.58826094,362.9829971,5005.486113,18807.63659
443,991,0,24,35.345,8.483,0,0.001697811,0.121933806,14.6,0.000116288,705.2889105,2.174670701,272.0202661,225.6814045,4418.960644
444,2136,45,26,99.629,25.904,3,0.008359298,0.27853318,14.6,0.000572555,975.059647,25.98137245,359.8267464,5811.549685,21757.07626
445,2794,87,34,119.227,40.537,5,0.014458797,0.368310553,14.6,0.000990329,993.8144654,40.53957107,304.2396573,11861.35131,37632.48626
446,1324,29,23,57.994,13.339,3,0.003496376,0.187948343,14.6,0.000239478,765.6174959,11.66065651,417.0495675,1616.737849,9100.155947
447,1443,46,29,65.301,18.937,5,0.004770499,0.235291317,14.6,0.000326747,828.5039567,18.98090069,429.6479089,2868.215418,12416.36809
448,1730,60,31,81.222,25.179,5,0.00661978,0.272336485,14.6,0.00045341,931.5070779,25.26693338,366.647003,4577.488442,17229.56365
449,998,0,25,35.855,8.964,0,0.001803872,0.128642262,14.6,0.000123553,704.3414938,3.111892164,286.8707967,325.2248323,4695.010367
450,1345,32,32,59.314,18.98,4,0.004464022,0.236217712,14.6,0.000305755,808.5514814,19.01835175,429.9003073,2678.69815,11618.688
451,1002,0,25,36.145,9.036,0,0.001824002,0.129558522,14.6,0.000124932,703.8001128,3.248183412,288.8446539,340.8292694,4747.402512
452,1005,0,24,36.363,8.727,0,0.001765713,0.125043902,14.6,0.000120939,703.3940771,2.634488751,278.7278916,277.2624319,4595.692117
453,1600,34,29,74.309,21.55,3,0.005626784,0.250292972,14.6,0.000385396,882.5586697,21.6155407,402.9890543,3621.718606,14645.05429
454,2423,76,30,109.734,32.92,5,0.010947151,0.321555594,14.6,0.000749805,1000.251762,32.95537678,329.3839008,8361.964383,28492.5836
455,1855,52,33,87.403,28.843,4,0.007699999,0.295430392,14.6,0.000527397,953.8273834,28.90749806,344.4347122,5615.430249,20041.09431
456,2171,46,31,100.99,31.307,3,0.00949671,0.311330557,14.6,0.00065046,981.4816234,31.35761626,334.9826807,7129.047076,24717.46455
457,1174,3,27,48.193,13.012,1,0.003033848,0.183922209,14.6,0.000207798,727.4573284,11.03279841,408.4802747,1356.383187,7896.317796
458,1622,55,29,75.513,21.899,5,0.005749096,0.252265072,14.6,0.000393774,889.7306596,21.96993411,399.396948,3731.712886,14963.40123
459,1142,3,24,46.017,11.044,1,0.002506765,0.156226931,14.6,0.000171696,719.3164927,7.100503685,346.9992507,849.1489542,6524.4567
460,2462,50,35,110.921,38.822,3,0.012352753,0.357095275,14.6,0.000846079,999.3476532,38.84784032,307.0800284,10015.75163,32151.00107
461,1506,44,30,69.002,20.701,5,0.005200073,0.245749631,14.6,0.000356169,856.8725997,20.75124569,411.9670619,3272.636443,13534.43696
462,1490,37,23,68.074,15.657,4,0.004497126,0.214811339,14.6,0.000308022,809.0716268,15.69878328,461.543323,2449.519384,11704.84906
463,1657,30,31,77.401,23.994,3,0.006162825,0.264707182,14.6,0.000422111,913.6250089,24.08642279,378.4673528,4179.491359,16040.22958
464,1462,43,22,66.43,14.615,5,0.004220198,0.205444193,14.6,0.000289055,797.1009188,14.25009195,456.0931496,2181.693096,10984.07753
465,1599,36,26,74.254,19.306,3,0.005316682,0.236646809,14.6,0.000364156,863.472112,19.35922365,425.1006247,3241.641763,13837.94068
466,1914,59,24,90.161,21.639,5,0.006774279,0.251900805,14.6,0.000463992,931.2619039,21.65304753,402.0957703,4339.998512,17631.68575
467,2041,43,33,95.754,31.599,3,0.00897353,0.31291666,14.6,0.000614625,970.3476499,31.63837353,333.4612386,6762.16513,23355.76182
468,1948,40,35,91.705,32.097,3,0.008641963,0.315741627,14.6,0.000591915,962.4434622,32.13226476,331.3372814,6554.791884,22492.78041
469,1473,27,24,67.078,16.099,3,0.004503526,0.217599691,14.6,0.000308461,809.3205576,16.14238544,457.2887705,2489.998457,11721.50475
470,2603,72,27,114.842,31.007,4,0.011361264,0.310642495,14.6,0.000778169,1010.199275,31.01734919,338.2112367,8454.880337,29570.41238
471,999,0,25,35.927,8.982,0,0.001808896,0.128871414,14.6,0.000123897,704.2061486,3.145952134,287.3647545,329.1138938,4708.086469
472,1001,0,25,36.073,9.018,0,0.001818961,0.129329544,14.6,0.000124586,703.9354581,3.214097758,288.3516831,336.9161097,4734.282542
473,1002,0,24,36.145,8.675,0,0.001751131,0.12438249,14.6,0.00011994,703.8001128,2.536382892,277.3049327,266.1406142,4557.737582
474,1907,40,30,89.839,26.952,3,0.007615633,0.28422595,14.6,0.000521619,958.0262545,27.01324145,351.7620754,5394.559796,19821.51146
475,2427,74,26,109.858,28.563,5,0.010072418,0.295374062,14.6,0.000689892,1001.93589,28.60819506,347.3382947,7270.911401,26215.88238
476,1192,15,24,49.404,11.857,2,0.002805755,0.16752589,14.6,0.000192175,732.0365485,8.703348855,372.0409256,1086.403772,7302.650843
477,1396,16,29,62.465,18.115,2,0.004520736,0.230479421,14.6,0.000309639,811.3228874,18.15852211,437.9548292,2654.572161,11766.30009
478,1362,35,25,60.373,15.093,4,0.004052928,0.211787444,14.6,0.000277598,775.9871943,15.14656744,467.6315875,2160.329263,10548.71755
479,1825,56,24,85.961,20.631,5,0.006290167,0.245305745,14.6,0.000430833,911.9158295,20.65723244,412.0429626,3947.877089,16371.66828
480,1159,0,24,47.177,11.322,0,0.002607024,0.160092157,14.6,0.000178563,723.6413117,7.646746017,355.570773,928.0870642,6785.406016
481,1709,54,33,80.138,26.446,5,0.006720249,0.279867011,14.6,0.000460291,938.8710775,26.54848103,354.2175463,4751.277089,17491.05962
482,1207,35,24,50.406,12.097,5,0.002897579,0.170858426,14.6,0.000198464,735.8525653,9.179632829,379.4176674,1160.275705,7541.643863
483,2671,50,34,116.525,39.619,3,0.013602572,0.362456209,14.6,0.000931683,999.2483732,39.64053905,305.9745821,11087.71508,35403.95498
484,1661,51,29,77.614,22.508,5,0.005967351,0.255693897,14.6,0.000408723,902.2000708,22.58972317,393.112315,3929.245453,15531.46212
485,1231,18,23,51.995,11.959,2,0.002919935,0.168819878,14.6,0.000199996,741.9581921,8.889909497,374.8460536,1145.998398,7599.831839
486,1934,62,33,91.073,30.054,5,0.008240261,0.303244458,14.6,0.000564401,961.0351412,30.09901448,339.4472472,6095.893398,21447.25371
487,1098,8,22,42.976,9.455,1,0.002065777,0.133902754,14.6,0.000141492,708.1228436,3.962753682,297.4259874,455.6464975,5376.680091
488,1340,31,23,59.001,13.57,4,0.003598842,0.191146507,14.6,0.000246496,769.6879138,12.12960054,424.0878334,1702.07979,9366.848873
489,2001,38,32,94.043,30.094,3,0.008538861,0.3037115,14.6,0.000584853,966.7065623,30.13671423,339.3238954,6314.974579,22224.43213
490,1009,0,25,36.652,9.163,0,0.001859648,0.131174071,14.6,0.000127373,702.8526961,3.488996112,292.3181391,368.6551198,4840.179972
491,1004,0,25,36.29,9.072,0,0.001834101,0.130016304,14.6,0.000125623,703.5294224,3.316380402,289.8296084,348.6797058,4773.686321
492,999,0,24,35.927,8.622,0,0.001736396,0.123706227,14.6,0.000118931,704.2061486,2.436380198,275.8471291,254.8820006,4519.385609
493,2265,46,31,104.469,32.385,3,0.01011942,0.317977065,14.6,0.000693111,990.1876232,32.4331928,330.8639845,7692.836958,26338.21572
494,1396,41,41,62.465,25.611,5,0.005436345,0.277159629,14.6,0.000372352,880.462813,25.63785902,364.709019,3747.967285,14149.39065
495,1809,33,30,85.181,25.554,3,0.006993053,0.275129171,14.6,0.000478976,942.5941354,25.62872901,362.7962798,4855.056115,18201.09657
496,2294,66,26,105.49,27.427,5,0.009285091,0.288072065,14.6,0.000635965,990.0019544,27.51213463,351.1777119,6609.160819,24166.67531
497,1492,48,29,68.19,19.775,5,0.005034337,0.240149576,14.6,0.000344818,845.9223106,19.82236805,421.1415391,3097.083944,13103.06801
498,1754,52,24,82.444,19.787,5,0.005909554,0.239791361,14.6,0.000404764,894.9377561,19.82373167,420.2701709,3641.192315,15381.03177
499,1132,0,25,45.331,11.333,0,0.002550483,0.160355673,14.6,0.000174691,716.7724815,7.685295408,356.1756138,911.0361506,6638.242334
500,1795,55,30,84.493,25.348,5,0.006905142,0.273789351,14.6,0.000472955,939.7135469,25.423787,364.8754374,4778.959084,17972.28732
501,1133,28,24,45.4,10.896,4,0.00245424,0.154168432,14.6,0.000168099,717.0268826,6.810463769,342.4322609,808.0443812,6387.747076
502,1580,14,25,73.201,18.3,1,0.005119659,0.230617527,14.6,0.000350662,851.0738809,18.34733121,435.1167107,3035.698289,13325.13894
503,1117,3,22,44.296,9.745,1,0.002164884,0.137939873,14.6,0.00014828,712.9564648,4.522926496,306.3915667,529.0556065,5634.629229
504,2194,31,25,101.865,25.466,2,0.008508349,0.276005063,14.6,0.000582764,978.7851914,25.5527202,364.5876333,5870.868876,22145.01706
505,1508,28,23,69.118,15.897,3,0.004581338,0.216221762,14.6,0.00031379,815.0890419,15.93788309,459.1054838,2516.868912,11924.03088
506,1212,2,24,50.738,12.177,1,0.002928496,0.17196908,14.6,0.000200582,737.1245709,9.33872643,381.8752251,1185.274364,7622.11218
507,2042,63,31,95.796,29.697,5,0.008646633,0.301369753,14.6,0.000592235,970.0750327,29.74563018,341.0355658,6360.738332,22504.93422
508,2111,45,32,98.635,31.563,3,0.009277831,0.31279991,14.6,0.000635468,976.3962792,31.60752117,333.7914305,6987.266193,24147.7794
509,1914,38,32,90.161,28.852,3,0.007955494,0.295824124,14.6,0.000544897,959.0800773,28.90508899,344.2461824,5793.551372,20706.07907
510,1005,0,25,36.363,9.091,0,0.001839361,0.130259437,14.6,0.000125984,703.3940771,3.3524642,290.3535307,352.8245762,4787.376766
511,1010,0,25,36.725,9.181,0,0.001864734,0.131402587,14.6,0.000127722,702.7173509,3.523150493,292.8084686,372.6328914,4853.41733
512,1000,0,24,36,8.64,0,0.001741369,0.123936488,14.6,0.000119272,704.0708033,2.470363117,276.344048,258.6958207,4532.330106
513,1550,50,29,71.518,20.74,5,0.005350654,0.245687775,14.6,0.000366483,865.8875385,20.79537408,411.2959814,3375.414046,13926.35923
514,1413,32,23,63.498,14.605,3,0.004079155,0.205464356,14.6,0.000279394,786.328736,14.2371046,455.9867855,2106.650329,10616.98001
515,1876,43,34,88.396,30.055,4,0.007984847,0.302929927,14.6,0.000546907,956.0836069,30.11101039,339.6018243,5915.436283,20782.47958
516,1912,51,33,90.069,29.723,4,0.008089225,0.301111554,14.6,0.000554057,959.0867098,29.77336751,340.8137502,5961.34785,21054.14721
517,1342,20,29,59.126,17.147,2,0.004237724,0.224744202,14.6,0.000290255,790.5112216,17.19150176,447.8164486,2415.988984,11029.69136
518,1758,53,29,82.646,23.967,5,0.006549941,0.265171558,14.6,0.000448626,925.7849457,24.03863385,378.6749351,4425.448297,17047.79279
519,1898,44,53,89.423,47.394,4,0.010941493,0.410287961,14.6,0.000749417,964.2770948,47.38731176,289.3376228,9418.611824,28477.85862
520,1013,0,22,36.942,8.127,0,0.001654463,0.116240122,14.6,0.000113319,702.3113152,1.438071337,258.9705584,152.5522065,4306.137056
521,2113,44,31,98.715,30.602,3,0.009113659,0.306974055,14.6,0.000624223,976.270816,30.6525338,337.6470969,6782.573286,23720.48231
522,1708,51,23,80.086,18.42,5,0.005549482,0.231245338,14.6,0.000380102,876.9873942,18.45739779,433.6789796,3301.314933,14443.85765
523,1160,0,25,47.245,11.811,0,0.002721903,0.16700251,14.6,0.000186432,723.8957128,8.627122509,370.9179513,1047.978982,7084.404251
524,2161,49,24,100.605,24.145,3,0.008136221,0.267963947,14.6,0.000557275,971.9492074,24.22027761,377.9223859,5481.034069,21176.46574
525,1671,60,29,78.145,22.662,5,0.006026747,0.256693525,14.6,0.000412791,904.7881203,22.74259725,391.5991357,3979.652288,15686.05419
526,1006,0,24,36.435,8.744,0,0.001770517,0.125259486,14.6,0.000121268,703.2587319,2.666549626,279.1909344,280.9158664,4608.19612
527,1769,52,25,83.199,20.8,5,0.006114968,0.24602246,14.6,0.000418833,904.5636841,20.84168129,410.2241952,3860.905762,15915.67044
528,2033,63,31,95.416,29.579,5,0.008587621,0.300638,14.6,0.000588193,969.3048188,29.62723888,341.4748235,6307.498788,22351.34183
529,1870,33,29,88.114,25.553,3,0.007238455,0.275494346,14.6,0.000495785,948.9775715,25.61510529,362.7086167,5016.102124,18839.81545
530,999,0,25,35.927,8.982,0,0.001808896,0.128871414,14.6,0.000123897,704.2061486,3.145952134,287.3647545,329.1138938,4708.086469
531,1008,0,26,36.58,9.511,0,0.001928791,0.136186182,14.6,0.000132109,702.9880414,4.177031777,303.5069619,440.9170868,5020.141091
532,1002,0,25,36.145,9.036,0,0.001824002,0.129558522,14.6,0.000124932,703.8001128,3.248183412,288.8446539,340.8292694,4747.402512
533,1681,56,30,78.674,23.602,5,0.006198766,0.262449607,14.6,0.000424573,913.6158641,23.68772755,382.3089529,4169.843261,16133.77469
534,2130,46,32,99.392,31.805,3,0.009406045,0.314293814,14.6,0.00064425,978.1220946,31.84931895,332.8710771,7104.088636,24481.48653
535,2099,50,33,98.151,32.39,4,0.009372551,0.317799894,14.6,0.000641956,975.5952191,32.42882505,330.4501357,7128.075159,24394.3098
536,1993,24,25,93.696,23.424,2,0.00736824,0.263126658,14.6,0.000504674,950.9756632,23.45208572,384.2803602,4894.60207,19177.61062
537,2358,49,35,107.656,37.68,3,0.011599655,0.35011414,14.6,0.000794497,996.5680396,37.69424794,309.6122373,9307.809831,30190.88193
538,1720,48,30,80.707,24.212,4,0.006438257,0.266408629,14.6,0.000440977,923.077379,24.29404171,376.255508,4375.79369,16757.10852
539,2293,59,35,105.455,36.909,4,0.011127752,0.34539161,14.6,0.000762175,994.0142775,36.91992322,312.5686998,8865.300516,28962.64263
540,1534,23,28,70.61,19.771,2,0.0051698,0.239859414,14.6,0.000354096,854.3262292,19.82165315,420.9214462,3184.15243,13455.64363
541,1012,0,22,36.869,8.111,0,0.00164994,0.116036888,14.6,0.00011301,702.4466604,1.408103017,258.5348388,149.2256776,4294.364783
542,1974,31,24,92.862,22.287,2,0.007104066,0.256134587,14.6,0.00048658,943.0439212,22.29861264,395.6804372,4609.497773,18490.03454
543,1696,52,24,79.461,19.071,5,0.005602785,0.235118355,14.6,0.000383752,879.992951,19.11686893,427.181278,3395.245861,14582.59218
544,1009,0,25,36.652,9.163,0,0.001859648,0.131174071,14.6,0.000127373,702.8526961,3.488996112,292.3181391,368.6551198,4840.179972
545,2222,57,33,102.91,33.96,4,0.010223508,0.327464529,14.6,0.00070024,987.1908303,33.99306004,324.3894935,7909.753219,26609.12944
546,1960,60,26,92.241,23.983,5,0.00733703,0.266423547,14.6,0.000502536,950.1550983,24.01023755,378.4507963,4928.118545,19096.37898
547,1625,53,35,75.677,26.487,5,0.006395025,0.280089782,14.6,0.000438015,928.0514638,26.58717792,354.4819331,4524.329487,16644.58529
548,2024,62,31,95.033,29.46,5,0.008528612,0.299899835,14.6,0.000584151,968.538089,29.50781382,341.9172872,6254.263299,22197.75646
549,2571,49,35,114.003,39.901,3,0.013135074,0.363612537,14.6,0.000899663,1002.266141,39.93616653,304.9506052,10752.19344,34187.17957
550,1506,29,23,69.002,15.87,3,0.004571907,0.21606322,14.6,0.000313144,814.4192017,15.9109664,459.3797928,2509.285913,11899.48496
551,1013,14,26,36.942,9.605,2,0.001955349,0.13737989,14.6,0.000133928,702.3113152,4.356179133,306.0677019,462.1083262,5089.263741
552,1005,0,26,36.363,9.454,0,0.001912805,0.135460645,14.6,0.000131014,703.3940771,4.068467188,301.9472313,428.1791321,4978.534808
553,1002,0,24,36.145,8.675,0,0.001751131,0.12438249,14.6,0.00011994,703.8001128,2.536382892,277.3049327,266.1406142,4557.737582
554,1866,59,28,87.925,24.619,5,0.007073344,0.269787306,14.6,0.000484476,942.7937933,24.67302601,372.0942635,4821.283549,18410.07247
555,1771,57,32,83.299,26.656,5,0.007006644,0.28157877,14.6,0.000479907,944.9662444,26.74530797,353.2485104,4960.149682,18236.47164
556,1235,0,23,52.258,12.019,0,0.002943867,0.169652231,14.6,0.000201635,742.9757966,9.009288682,376.6859564,1165.161373,7662.118777
557,1002,0,24,36.145,8.675,0,0.001751131,0.12438249,14.6,0.00011994,703.8001128,2.536382892,277.3049327,266.1406142,4557.737582
558,1356,9,23,60,13.8,1,0.003702467,0.194330021,14.6,0.000253594,773.7583317,12.59803287,431.0885949,1788.920516,9636.557871
559,1526,48,29,70.153,20.344,5,0.005219226,0.243422092,14.6,0.000357481,857.7086896,20.39555866,415.3427917,3259.258128,13584.28772
560,1214,9,23,50.871,11.7,1,0.002818298,0.165225309,14.6,0.000193034,737.6333731,8.375590738,366.8964929,1064.787031,7335.295368
561,1004,1,21,36.29,7.621,1,0.00154075,0.109221148,14.6,0.000105531,703.5294224,0.454685971,243.4734839,47.80506196,4010.170134
562,909,3,26,29.271,7.61,1,0.001425701,0.111627969,14.6,9.76508E-05,716.3872203,0.598350733,249.7292172,56.9571603,3710.729132
563,1891,61,32,89.098,28.511,5,0.00780132,0.293619535,14.6,0.000534337,956.9400881,28.56975882,345.650869,5657.528117,20304.80497
564,2156,51,33,100.411,33.136,4,0.009766316,0.322396583,14.6,0.000668926,980.8935451,33.17289153,327.5847519,7489.63586,25419.17986
565,1382,37,22,61.607,13.554,4,0.003704498,0.190778634,14.6,0.000253733,779.5136816,12.08688576,423.2939974,1749.246761,9641.844552
566,1680,44,24,78.621,18.869,4,0.005518831,0.233800918,14.6,0.000378002,875.6918641,18.9174813,429.120212,3328.137136,14364.08084
567,1802,50,24,84.838,20.361,4,0.006166216,0.24354116,14.6,0.000422344,906.567075,20.39054996,414.6847624,3847.798705,16049.05643
568,1824,61,33,85.912,28.351,5,0.007489735,0.29224698,14.6,0.000512996,950.8347663,28.42334471,346.4519108,5429.109913,19493.83175
569,1808,41,24,85.132,20.432,3,0.006198531,0.244005018,14.6,0.000424557,907.9778911,20.4606792,413.9909241,3873.888267,16133.16336
570,1443,22,31,65.301,20.243,2,0.004934421,0.243376266,14.6,0.000337974,840.3067224,20.28630981,416.8625994,3065.476582,12843.01241
571,1004,0,26,36.29,9.435,0,0.001907489,0.135218676,14.6,0.00013065,703.5294224,4.032297066,301.4266265,423.9502059,4964.696918
572,989,0,24,35.199,8.448,0,0.001688169,0.121486528,14.6,0.000115628,705.559601,2.108833803,271.0523533,218.4073573,4393.865526
573,1912,59,29,90.069,26.12,5,0.007500327,0.279190549,14.6,0.000513721,956.6225159,26.17905362,356.9262924,5241.679329,19521.39946
574,1007,0,24,36.508,8.762,0,0.00177553,0.125489339,14.6,0.000121612,703.1233866,2.700591522,279.6855868,284.7849199,4621.241352
575,1923,60,29,90.573,26.266,5,0.007569207,0.280142832,14.6,0.000518439,958.5339471,26.3242978,355.4306797,5301.08414,19700.67679
576,1870,56,32,88.114,28.196,5,0.007661111,0.291580537,14.6,0.000524734,954.9439957,28.25998506,346.9462245,5534.038197,19939.87749
577,1228,18,24,51.797,12.431,2,0.00302798,0.175494313,14.6,0.000207396,741.1949887,9.844901927,389.6721588,1266.013623,7881.044192
578,1701,11,27,79.722,21.525,1,0.005975171,0.250008284,14.6,0.000409258,899.9291086,21.58942914,402.8866501,3845.688386,15551.81423
579,2086,54,34,97.623,33.192,4,0.009456612,0.322648496,14.6,0.000647713,974.6641779,33.22558575,327.2138697,7257.976673,24613.09891
580,1180,35,21,48.598,10.206,5,0.00239143,0.144239454,14.6,0.000163797,728.9837351,5.390419346,320.3407815,666.0904049,6224.270018
581,1416,18,30,63.68,19.104,2,0.004705335,0.236502487,14.6,0.000322283,824.5165735,19.1463881,428.1727133,2839.087184,12246.76296
582,1037,0,26,38.667,10.053,0,0.002084204,0.143044073,14.6,0.000142754,699.0630294,5.212861929,318.1384018,566.0875407,5424.640602
583,1009,12,24,36.652,8.796,2,0.001785165,0.125920236,14.6,0.000122272,702.8526961,2.764754176,280.6101005,292.1300997,4646.319222
584,1010,0,24,36.725,8.814,0,0.001790193,0.126149918,14.6,0.000122616,702.7173509,2.79882128,281.1037842,296.0227979,4659.40751
585,1010,0,27,36.725,9.916,0,0.002014018,0.141922236,14.6,0.000137946,702.7173509,4.973782567,316.2497304,526.0618253,5241.965608
586,1058,7,22,40.163,8.836,1,0.0018623,0.125277265,14.6,0.000127555,697.9467989,2.77410339,278.2537051,307.3526264,4847.08101
